date,hour,percentage
20/07/2013,1,100.0
20/07/2013,2,100.0
20/07/2013,3,100.0
20/07/2013,4,100.0
20/07/2013,5,100.0
20/07/2013,6,100.0
20/07/2013,7,100.0
20/07/2013,8,100.0
20/07/2013,9,100.0
20/07/2013,10,100.0
20/07/2013,11,100.0
20/07/2013,12,100.0
20/07/2013,13,100.0
20/07/2013,14,100.0
20/07/2013,15,100.0
20/07/2013,16,100.0
20/07/2013,17,100.0
20/07/2013,18,100.0
20/07/2013,19,100.0
20/07/2013,20,100.0
20/07/2013,21,100.0
20/07/2013,22,100.0
21/07/2013,23,100.0
21/07/2013,0,100.0
21/07/2013,1,100.0
21/07/2013,2,100.0
21/07/2013,3,100.0
21/07/2013,4,100.0
21/07/2013,5,100.0
21/07/2013,6,100.0
21/07/2013,7,100.0
21/07/2013,8,100.0
21/07/2013,9,100.0
21/07/2013,10,100.0
21/07/2013,11,100.0
21/07/2013,12,100.0
21/07/2013,13,100.0
21/07/2013,14,100.0
21/07/2013,15,100.0
21/07/2013,16,100.0
21/07/2013,17,100.0
21/07/2013,18,100.0
21/07/2013,19,100.0
21/07/2013,20,100.0
21/07/2013,21,100.0
21/07/2013,22,100.0
22/07/2013,23,100.0
22/07/2013,0,100.0
22/07/2013,1,100.0
22/07/2013,2,100.0
22/07/2013,3,100.0
22/07/2013,4,100.0
22/07/2013,5,100.0
22/07/2013,6,100.0
22/07/2013,7,100.0
22/07/2013,8,100.0
22/07/2013,9,100.0
22/07/2013,10,100.0
22/07/2013,11,100.0
22/07/2013,12,100.0
22/07/2013,13,100.0
22/07/2013,14,100.0
22/07/2013,15,100.0
22/07/2013,16,100.0
22/07/2013,17,100.0
22/07/2013,18,100.0
22/07/2013,19,100.0
22/07/2013,20,100.0
22/07/2013,21,100.0
22/07/2013,22,100.0
23/07/2013,23,100.0
23/07/2013,0,100.0
23/07/2013,1,100.0
23/07/2013,2,100.0
23/07/2013,3,100.0
23/07/2013,4,100.0
23/07/2013,5,100.0
23/07/2013,6,100.0
23/07/2013,7,100.0
23/07/2013,8,100.0
23/07/2013,9,100.0
23/07/2013,10,100.0
23/07/2013,11,100.0
23/07/2013,12,100.0
23/07/2013,13,100.0
23/07/2013,14,100.0
23/07/2013,15,100.0
23/07/2013,16,100.0
23/07/2013,17,100.0
23/07/2013,18,100.0
23/07/2013,19,100.0
23/07/2013,20,100.0
23/07/2013,21,100.0
23/07/2013,22,100.0
24/07/2013,23,100.0
24/07/2013,0,100.0
24/07/2013,1,100.0
24/07/2013,2,100.0
24/07/2013,3,100.0
24/07/2013,4,100.0
24/07/2013,5,100.0
24/07/2013,6,100.0
24/07/2013,7,100.0
24/07/2013,8,100.0
24/07/2013,9,100.0
24/07/2013,10,100.0
24/07/2013,11,100.0
24/07/2013,12,100.0
24/07/2013,13,100.0
24/07/2013,14,100.0
24/07/2013,15,100.0
24/07/2013,16,100.0
24/07/2013,17,100.0
24/07/2013,18,100.0
24/07/2013,19,100.0
24/07/2013,20,100.0
24/07/2013,21,100.0
24/07/2013,22,100.0
25/07/2013,23,100.0
25/07/2013,0,100.0
25/07/2013,1,100.0
25/07/2013,2,100.0
25/07/2013,3,100.0
25/07/2013,4,100.0
25/07/2013,5,100.0
25/07/2013,6,100.0
25/07/2013,7,100.0
25/07/2013,8,100.0
25/07/2013,9,100.0
25/07/2013,10,100.0
25/07/2013,11,100.0
25/07/2013,12,100.0
25/07/2013,13,100.0
25/07/2013,14,100.0
25/07/2013,15,100.0
25/07/2013,16,100.0
25/07/2013,17,100.0
25/07/2013,18,100.0
25/07/2013,19,100.0
25/07/2013,20,100.0
25/07/2013,21,100.0
25/07/2013,22,100.0
26/07/2013,23,100.0
26/07/2013,0,100.0
26/07/2013,1,100.0
26/07/2013,2,100.0
26/07/2013,3,100.0
26/07/2013,4,100.0
26/07/2013,5,100.0
26/07/2013,6,100.0
26/07/2013,7,8.333333333333332
26/07/2013,9,91.66666666666666
26/07/2013,10,100.0
26/07/2013,11,100.0
26/07/2013,12,100.0
26/07/2013,13,100.0
26/07/2013,14,100.0
26/07/2013,15,100.0
26/07/2013,16,100.0
26/07/2013,17,100.0
26/07/2013,18,100.0
26/07/2013,19,100.0
26/07/2013,20,100.0
26/07/2013,21,100.0
26/07/2013,22,100.0
27/07/2013,23,100.0
27/07/2013,0,100.0
27/07/2013,1,100.0
27/07/2013,2,100.0
27/07/2013,3,100.0
27/07/2013,4,100.0
27/07/2013,5,100.0
27/07/2013,6,100.0
27/07/2013,7,100.0
27/07/2013,8,100.0
27/07/2013,9,100.0
27/07/2013,10,100.0
27/07/2013,11,100.0
27/07/2013,12,100.0
27/07/2013,13,100.0
27/07/2013,14,100.0
27/07/2013,15,100.0
27/07/2013,16,100.0
27/07/2013,17,100.0
27/07/2013,18,100.0
27/07/2013,19,100.0
27/07/2013,20,100.0
27/07/2013,21,100.0
27/07/2013,22,100.0
28/07/2013,23,100.0
28/07/2013,0,100.0
28/07/2013,1,100.0
28/07/2013,2,100.0
28/07/2013,3,100.0
28/07/2013,4,100.0
28/07/2013,5,100.0
28/07/2013,6,100.0
28/07/2013,7,100.0
28/07/2013,8,100.0
28/07/2013,9,100.0
28/07/2013,10,100.0
28/07/2013,11,100.0
28/07/2013,12,100.0
28/07/2013,13,100.0
28/07/2013,14,100.0
28/07/2013,15,100.0
28/07/2013,16,100.0
28/07/2013,17,100.0
28/07/2013,18,100.0
28/07/2013,19,100.0
28/07/2013,20,100.0
28/07/2013,21,100.0
28/07/2013,22,100.0
29/07/2013,23,100.0
29/07/2013,0,100.0
29/07/2013,1,100.0
29/07/2013,2,100.0
29/07/2013,3,100.0
29/07/2013,4,100.0
29/07/2013,5,8.333333333333332
29/07/2013,7,91.66666666666666
29/07/2013,8,100.0
29/07/2013,9,100.0
29/07/2013,10,100.0
29/07/2013,11,100.0
29/07/2013,12,100.0
29/07/2013,13,100.0
29/07/2013,14,100.0
29/07/2013,15,100.0
29/07/2013,16,100.0
29/07/2013,17,100.0
29/07/2013,18,100.0
29/07/2013,19,100.0
29/07/2013,20,100.0
29/07/2013,21,100.0
29/07/2013,22,100.0
01/08/2013,23,91.66666666666666
01/08/2013,0,100.0
01/08/2013,1,100.0
01/08/2013,2,100.0
01/08/2013,3,100.0
01/08/2013,4,100.0
01/08/2013,5,100.0
01/08/2013,6,100.0
01/08/2013,7,100.0
01/08/2013,8,100.0
01/08/2013,9,100.0
01/08/2013,10,100.0
01/08/2013,11,100.0
01/08/2013,12,100.0
01/08/2013,13,100.0
01/08/2013,14,100.0
01/08/2013,15,100.0
01/08/2013,16,100.0
01/08/2013,17,100.0
01/08/2013,18,100.0
01/08/2013,19,100.0
01/08/2013,20,100.0
01/08/2013,21,100.0
01/08/2013,22,100.0
02/08/2013,23,100.0
02/08/2013,0,100.0
02/08/2013,1,100.0
02/08/2013,2,100.0
02/08/2013,3,100.0
02/08/2013,4,100.0
02/08/2013,5,100.0
02/08/2013,6,100.0
02/08/2013,7,100.0
02/08/2013,8,100.0
02/08/2013,9,100.0
02/08/2013,10,100.0
02/08/2013,11,100.0
02/08/2013,12,100.0
02/08/2013,13,100.0
02/08/2013,14,100.0
02/08/2013,15,100.0
02/08/2013,16,100.0
02/08/2013,17,100.0
02/08/2013,18,100.0
02/08/2013,19,100.0
02/08/2013,20,100.0
02/08/2013,21,100.0
02/08/2013,22,100.0
03/08/2013,23,100.0
03/08/2013,0,100.0
03/08/2013,1,100.0
03/08/2013,2,100.0
03/08/2013,3,100.0
03/08/2013,4,100.0
03/08/2013,5,100.0
03/08/2013,6,100.0
03/08/2013,7,100.0
03/08/2013,8,100.0
03/08/2013,9,100.0
03/08/2013,10,100.0
03/08/2013,11,100.0
03/08/2013,12,100.0
03/08/2013,13,100.0
03/08/2013,14,100.0
03/08/2013,15,100.0
03/08/2013,16,100.0
03/08/2013,17,100.0
03/08/2013,18,100.0
03/08/2013,19,100.0
03/08/2013,20,100.0
03/08/2013,21,100.0
03/08/2013,22,100.0
04/08/2013,23,100.0
04/08/2013,0,100.0
04/08/2013,1,100.0
04/08/2013,2,100.0
04/08/2013,3,100.0
04/08/2013,4,100.0
04/08/2013,5,100.0
04/08/2013,6,100.0
04/08/2013,7,100.0
04/08/2013,8,100.0
04/08/2013,9,100.0
04/08/2013,10,100.0
04/08/2013,11,100.0
04/08/2013,12,100.0
04/08/2013,13,100.0
04/08/2013,14,100.0
04/08/2013,15,100.0
04/08/2013,16,100.0
04/08/2013,17,100.0
04/08/2013,18,100.0
04/08/2013,19,100.0
04/08/2013,20,100.0
04/08/2013,21,100.0
04/08/2013,22,100.0
05/08/2013,23,8.333333333333332
05/08/2013,1,91.66666666666666
05/08/2013,2,100.0
05/08/2013,3,100.0
05/08/2013,4,100.0
05/08/2013,5,100.0
05/08/2013,6,100.0
05/08/2013,7,100.0
05/08/2013,8,100.0
05/08/2013,9,100.0
05/08/2013,10,100.0
05/08/2013,11,100.0
05/08/2013,12,100.0
05/08/2013,13,100.0
05/08/2013,14,100.0
05/08/2013,15,100.0
05/08/2013,16,100.0
05/08/2013,17,100.0
05/08/2013,18,100.0
05/08/2013,19,100.0
05/08/2013,20,100.0
05/08/2013,21,100.0
05/08/2013,22,100.0
06/08/2013,23,100.0
06/08/2013,0,100.0
06/08/2013,1,100.0
06/08/2013,2,100.0
06/08/2013,3,100.0
06/08/2013,4,100.0
06/08/2013,5,100.0
06/08/2013,6,100.0
06/08/2013,7,100.0
06/08/2013,8,100.0
06/08/2013,9,100.0
06/08/2013,10,100.0
06/08/2013,11,100.0
06/08/2013,12,100.0
06/08/2013,13,100.0
06/08/2013,14,100.0
06/08/2013,15,100.0
06/08/2013,16,100.0
06/08/2013,17,100.0
06/08/2013,18,100.0
06/08/2013,19,100.0
06/08/2013,20,100.0
06/08/2013,21,100.0
06/08/2013,22,100.0
07/08/2013,23,100.0
07/08/2013,0,100.0
07/08/2013,1,100.0
07/08/2013,2,100.0
07/08/2013,3,100.0
07/08/2013,4,100.0
07/08/2013,5,100.0
07/08/2013,6,100.0
07/08/2013,7,100.0
07/08/2013,8,100.0
07/08/2013,9,100.0
07/08/2013,10,100.0
07/08/2013,11,100.0
07/08/2013,12,100.0
07/08/2013,13,100.0
07/08/2013,14,100.0
07/08/2013,15,100.0
07/08/2013,16,100.0
07/08/2013,17,100.0
07/08/2013,18,100.0
07/08/2013,19,100.0
07/08/2013,20,100.0
08/08/2013,21,8.333333333333332
08/08/2013,1,91.66666666666666
08/08/2013,2,100.0
08/08/2013,3,8.333333333333332
08/08/2013,5,91.66666666666666
08/08/2013,6,100.0
08/08/2013,7,100.0
08/08/2013,8,100.0
08/08/2013,9,100.0
08/08/2013,10,100.0
08/08/2013,11,100.0
08/08/2013,12,100.0
08/08/2013,13,100.0
08/08/2013,14,100.0
08/08/2013,15,100.0
08/08/2013,16,100.0
08/08/2013,17,100.0
08/08/2013,18,100.0
08/08/2013,19,100.0
08/08/2013,20,100.0
08/08/2013,21,100.0
08/08/2013,22,100.0
09/08/2013,23,100.0
09/08/2013,0,100.0
09/08/2013,1,100.0
09/08/2013,2,100.0
09/08/2013,3,100.0
09/08/2013,4,100.0
09/08/2013,5,100.0
09/08/2013,6,100.0
09/08/2013,7,100.0
09/08/2013,8,100.0
09/08/2013,9,100.0
09/08/2013,10,100.0
09/08/2013,11,100.0
09/08/2013,12,100.0
09/08/2013,13,100.0
09/08/2013,14,100.0
09/08/2013,15,100.0
09/08/2013,16,100.0
09/08/2013,17,100.0
09/08/2013,18,100.0
09/08/2013,19,100.0
09/08/2013,20,100.0
09/08/2013,21,100.0
09/08/2013,22,100.0
10/08/2013,23,100.0
10/08/2013,0,100.0
10/08/2013,1,100.0
10/08/2013,2,100.0
10/08/2013,3,100.0
10/08/2013,4,100.0
10/08/2013,5,100.0
10/08/2013,6,100.0
10/08/2013,7,100.0
10/08/2013,8,100.0
10/08/2013,9,100.0
10/08/2013,10,100.0
10/08/2013,11,100.0
10/08/2013,12,100.0
10/08/2013,13,100.0
10/08/2013,14,100.0
10/08/2013,15,100.0
10/08/2013,16,100.0
10/08/2013,17,100.0
10/08/2013,18,100.0
10/08/2013,19,100.0
10/08/2013,20,100.0
10/08/2013,21,100.0
10/08/2013,22,100.0
11/08/2013,23,100.0
11/08/2013,0,100.0
11/08/2013,1,100.0
11/08/2013,2,100.0
11/08/2013,3,100.0
11/08/2013,4,100.0
11/08/2013,5,100.0
11/08/2013,6,100.0
11/08/2013,7,100.0
11/08/2013,8,100.0
11/08/2013,9,100.0
11/08/2013,10,100.0
11/08/2013,11,100.0
11/08/2013,12,100.0
11/08/2013,13,100.0
11/08/2013,14,100.0
11/08/2013,15,100.0
11/08/2013,16,100.0
11/08/2013,17,100.0
11/08/2013,18,100.0
11/08/2013,19,100.0
11/08/2013,20,100.0
11/08/2013,21,100.0
11/08/2013,22,100.0
12/08/2013,23,100.0
12/08/2013,0,100.0
12/08/2013,1,100.0
12/08/2013,2,100.0
12/08/2013,3,100.0
12/08/2013,4,100.0
12/08/2013,5,100.0
12/08/2013,6,100.0
12/08/2013,7,100.0
12/08/2013,8,100.0
12/08/2013,9,100.0
12/08/2013,10,100.0
12/08/2013,11,100.0
12/08/2013,12,100.0
12/08/2013,13,100.0
12/08/2013,14,100.0
12/08/2013,15,100.0
12/08/2013,16,100.0
12/08/2013,17,100.0
12/08/2013,18,100.0
12/08/2013,19,100.0
12/08/2013,20,100.0
12/08/2013,21,100.0
12/08/2013,22,100.0
13/08/2013,23,100.0
13/08/2013,0,100.0
13/08/2013,1,100.0
13/08/2013,2,100.0
13/08/2013,3,100.0
13/08/2013,4,100.0
13/08/2013,5,100.0
13/08/2013,6,100.0
13/08/2013,7,100.0
13/08/2013,8,100.0
13/08/2013,9,100.0
13/08/2013,10,100.0
13/08/2013,11,100.0
13/08/2013,12,100.0
13/08/2013,13,100.0
13/08/2013,14,100.0
13/08/2013,15,100.0
13/08/2013,16,100.0
13/08/2013,17,100.0
13/08/2013,18,100.0
13/08/2013,19,100.0
13/08/2013,20,100.0
13/08/2013,21,100.0
13/08/2013,22,100.0
14/08/2013,23,100.0
14/08/2013,0,100.0
14/08/2013,1,100.0
14/08/2013,2,100.0
14/08/2013,3,100.0
14/08/2013,4,100.0
14/08/2013,5,100.0
14/08/2013,6,100.0
14/08/2013,7,100.0
14/08/2013,8,100.0
14/08/2013,9,100.0
14/08/2013,10,100.0
14/08/2013,11,100.0
14/08/2013,12,100.0
14/08/2013,13,100.0
14/08/2013,14,100.0
14/08/2013,15,100.0
14/08/2013,16,100.0
14/08/2013,17,100.0
14/08/2013,18,100.0
14/08/2013,19,100.0
14/08/2013,20,100.0
14/08/2013,21,100.0
14/08/2013,22,100.0
15/08/2013,23,100.0
15/08/2013,0,100.0
15/08/2013,1,100.0
15/08/2013,2,100.0
15/08/2013,3,100.0
15/08/2013,4,100.0
15/08/2013,5,100.0
15/08/2013,6,100.0
15/08/2013,7,100.0
15/08/2013,8,100.0
15/08/2013,9,100.0
15/08/2013,10,100.0
15/08/2013,11,100.0
15/08/2013,12,100.0
15/08/2013,13,100.0
15/08/2013,14,100.0
15/08/2013,15,100.0
15/08/2013,16,100.0
15/08/2013,17,100.0
15/08/2013,18,100.0
15/08/2013,19,100.0
15/08/2013,20,100.0
15/08/2013,21,100.0
15/08/2013,22,100.0
16/08/2013,23,100.0
16/08/2013,0,100.0
16/08/2013,1,100.0
16/08/2013,2,100.0
16/08/2013,3,100.0
16/08/2013,4,100.0
16/08/2013,5,100.0
16/08/2013,6,100.0
16/08/2013,7,100.0
16/08/2013,8,100.0
16/08/2013,9,100.0
16/08/2013,10,100.0
16/08/2013,11,100.0
16/08/2013,12,100.0
16/08/2013,13,100.0
16/08/2013,14,100.0
16/08/2013,15,100.0
16/08/2013,16,100.0
16/08/2013,17,100.0
16/08/2013,18,100.0
16/08/2013,19,100.0
16/08/2013,20,100.0
16/08/2013,21,100.0
16/08/2013,22,100.0
17/08/2013,23,100.0
17/08/2013,0,100.0
17/08/2013,1,100.0
17/08/2013,2,100.0
17/08/2013,3,100.0
17/08/2013,4,100.0
17/08/2013,5,100.0
17/08/2013,6,100.0
17/08/2013,7,100.0
17/08/2013,8,100.0
17/08/2013,9,100.0
17/08/2013,10,100.0
17/08/2013,11,100.0
17/08/2013,12,100.0
17/08/2013,13,100.0
17/08/2013,14,100.0
17/08/2013,15,100.0
17/08/2013,16,100.0
17/08/2013,17,8.333333333333332
17/08/2013,19,91.66666666666666
17/08/2013,20,100.0
17/08/2013,21,100.0
17/08/2013,22,100.0
18/08/2013,23,100.0
18/08/2013,0,100.0
18/08/2013,1,100.0
18/08/2013,2,100.0
18/08/2013,3,100.0
18/08/2013,4,100.0
18/08/2013,5,100.0
18/08/2013,6,100.0
18/08/2013,7,100.0
18/08/2013,8,100.0
18/08/2013,9,100.0
18/08/2013,10,100.0
18/08/2013,11,100.0
18/08/2013,12,100.0
18/08/2013,13,100.0
18/08/2013,14,100.0
18/08/2013,15,100.0
18/08/2013,16,100.0
18/08/2013,17,100.0
18/08/2013,18,100.0
18/08/2013,19,100.0
18/08/2013,20,100.0
18/08/2013,21,100.0
18/08/2013,22,100.0
19/08/2013,23,100.0
19/08/2013,0,100.0
19/08/2013,1,100.0
19/08/2013,2,100.0
19/08/2013,3,100.0
19/08/2013,4,100.0
19/08/2013,5,100.0
19/08/2013,6,100.0
19/08/2013,7,100.0
19/08/2013,8,100.0
19/08/2013,9,100.0
19/08/2013,10,100.0
19/08/2013,11,100.0
19/08/2013,12,100.0
19/08/2013,13,100.0
19/08/2013,14,100.0
19/08/2013,15,100.0
19/08/2013,16,100.0
19/08/2013,17,100.0
19/08/2013,18,100.0
19/08/2013,19,100.0
19/08/2013,20,100.0
20/08/2013,21,8.333333333333332
20/08/2013,7,91.66666666666666
20/08/2013,8,100.0
20/08/2013,9,100.0
20/08/2013,10,100.0
20/08/2013,11,100.0
20/08/2013,12,100.0
20/08/2013,13,100.0
20/08/2013,14,100.0
20/08/2013,15,100.0
20/08/2013,16,100.0
20/08/2013,17,100.0
20/08/2013,18,100.0
20/08/2013,19,100.0
20/08/2013,20,100.0
20/08/2013,21,100.0
20/08/2013,22,100.0
21/08/2013,23,100.0
21/08/2013,0,100.0
21/08/2013,1,100.0
21/08/2013,2,100.0
21/08/2013,3,100.0
21/08/2013,4,100.0
21/08/2013,5,100.0
21/08/2013,6,100.0
21/08/2013,7,100.0
21/08/2013,8,100.0
21/08/2013,9,100.0
21/08/2013,10,100.0
21/08/2013,11,100.0
21/08/2013,12,100.0
21/08/2013,13,100.0
21/08/2013,14,100.0
21/08/2013,15,100.0
21/08/2013,16,100.0
21/08/2013,17,100.0
21/08/2013,18,100.0
21/08/2013,19,100.0
21/08/2013,20,100.0
21/08/2013,21,100.0
21/08/2013,22,100.0
22/08/2013,23,8.333333333333332
22/08/2013,1,91.66666666666666
22/08/2013,2,100.0
22/08/2013,3,100.0
22/08/2013,4,100.0
22/08/2013,5,100.0
22/08/2013,6,100.0
22/08/2013,7,100.0
22/08/2013,8,100.0
22/08/2013,9,100.0
22/08/2013,10,100.0
22/08/2013,11,100.0
22/08/2013,12,100.0
22/08/2013,13,100.0
22/08/2013,14,100.0
22/08/2013,15,100.0
22/08/2013,16,100.0
22/08/2013,17,100.0
22/08/2013,18,100.0
22/08/2013,19,100.0
22/08/2013,20,100.0
22/08/2013,21,100.0
22/08/2013,22,100.0
23/08/2013,23,100.0
23/08/2013,0,100.0
23/08/2013,1,100.0
23/08/2013,2,100.0
23/08/2013,3,100.0
23/08/2013,4,100.0
23/08/2013,5,100.0
23/08/2013,6,100.0
23/08/2013,7,100.0
23/08/2013,8,100.0
23/08/2013,9,100.0
23/08/2013,10,100.0
23/08/2013,11,100.0
23/08/2013,12,100.0
23/08/2013,13,100.0
23/08/2013,14,100.0
23/08/2013,15,100.0
23/08/2013,16,100.0
23/08/2013,17,100.0
23/08/2013,18,100.0
23/08/2013,19,100.0
23/08/2013,20,100.0
23/08/2013,21,100.0
23/08/2013,22,100.0
24/08/2013,23,100.0
24/08/2013,0,100.0
24/08/2013,1,100.0
24/08/2013,2,100.0
24/08/2013,3,100.0
24/08/2013,4,100.0
24/08/2013,5,100.0
24/08/2013,6,100.0
24/08/2013,7,100.0
24/08/2013,8,100.0
24/08/2013,9,100.0
24/08/2013,10,100.0
24/08/2013,11,100.0
24/08/2013,12,100.0
24/08/2013,13,100.0
24/08/2013,14,100.0
24/08/2013,15,100.0
24/08/2013,16,100.0
24/08/2013,17,100.0
24/08/2013,18,100.0
24/08/2013,19,100.0
24/08/2013,20,100.0
24/08/2013,21,100.0
24/08/2013,22,100.0
25/08/2013,23,100.0
25/08/2013,0,100.0
25/08/2013,1,100.0
25/08/2013,2,100.0
25/08/2013,3,100.0
25/08/2013,4,100.0
25/08/2013,5,100.0
25/08/2013,6,100.0
25/08/2013,7,100.0
25/08/2013,8,100.0
25/08/2013,9,100.0
25/08/2013,10,100.0
25/08/2013,11,100.0
25/08/2013,12,100.0
25/08/2013,13,100.0
25/08/2013,14,100.0
25/08/2013,15,100.0
25/08/2013,16,100.0
25/08/2013,17,100.0
25/08/2013,18,100.0
25/08/2013,19,100.0
25/08/2013,20,100.0
25/08/2013,21,100.0
25/08/2013,22,100.0
26/08/2013,23,100.0
26/08/2013,0,100.0
26/08/2013,1,100.0
26/08/2013,2,100.0
26/08/2013,3,100.0
26/08/2013,4,100.0
26/08/2013,5,100.0
26/08/2013,6,100.0
26/08/2013,7,100.0
26/08/2013,8,100.0
26/08/2013,9,100.0
26/08/2013,10,100.0
26/08/2013,11,100.0
26/08/2013,12,100.0
26/08/2013,13,100.0
26/08/2013,14,100.0
26/08/2013,15,100.0
26/08/2013,16,100.0
26/08/2013,17,100.0
26/08/2013,18,100.0
26/08/2013,19,100.0
26/08/2013,20,100.0
26/08/2013,21,100.0
26/08/2013,22,100.0
27/08/2013,23,100.0
27/08/2013,0,100.0
27/08/2013,1,100.0
27/08/2013,2,100.0
27/08/2013,3,100.0
27/08/2013,4,100.0
27/08/2013,5,100.0
27/08/2013,6,100.0
27/08/2013,7,100.0
27/08/2013,8,100.0
27/08/2013,9,16.666666666666664
27/08/2013,11,91.66666666666666
27/08/2013,12,100.0
27/08/2013,13,100.0
27/08/2013,14,100.0
27/08/2013,15,100.0
27/08/2013,16,100.0
27/08/2013,17,100.0
27/08/2013,18,100.0
27/08/2013,19,100.0
27/08/2013,20,100.0
27/08/2013,21,100.0
27/08/2013,22,100.0
28/08/2013,23,100.0
28/08/2013,0,100.0
28/08/2013,1,100.0
28/08/2013,2,100.0
28/08/2013,3,100.0
28/08/2013,4,100.0
28/08/2013,5,100.0
28/08/2013,6,100.0
28/08/2013,7,100.0
28/08/2013,8,100.0
28/08/2013,9,100.0
28/08/2013,10,100.0
28/08/2013,11,100.0
28/08/2013,12,100.0
28/08/2013,13,100.0
28/08/2013,14,100.0
28/08/2013,15,100.0
28/08/2013,16,100.0
28/08/2013,17,100.0
28/08/2013,18,100.0
28/08/2013,19,100.0
28/08/2013,20,100.0
28/08/2013,21,100.0
28/08/2013,22,100.0
29/08/2013,23,8.333333333333332
29/08/2013,9,91.66666666666666
29/08/2013,10,100.0
29/08/2013,11,100.0
29/08/2013,12,100.0
29/08/2013,13,100.0
29/08/2013,14,100.0
29/08/2013,15,100.0
29/08/2013,16,100.0
29/08/2013,17,100.0
29/08/2013,18,100.0
29/08/2013,19,100.0
29/08/2013,20,100.0
01/09/2013,21,8.333333333333332
01/09/2013,0,100.0
01/09/2013,1,100.0
01/09/2013,2,100.0
01/09/2013,3,100.0
01/09/2013,4,100.0
01/09/2013,5,100.0
01/09/2013,6,100.0
01/09/2013,7,100.0
01/09/2013,8,100.0
01/09/2013,9,100.0
01/09/2013,10,100.0
01/09/2013,11,100.0
01/09/2013,12,100.0
01/09/2013,13,100.0
01/09/2013,14,100.0
01/09/2013,15,100.0
01/09/2013,16,100.0
01/09/2013,17,100.0
01/09/2013,18,100.0
01/09/2013,19,100.0
01/09/2013,20,100.0
01/09/2013,21,100.0
01/09/2013,22,100.0
02/09/2013,23,100.0
02/09/2013,0,100.0
02/09/2013,1,100.0
02/09/2013,2,100.0
02/09/2013,3,100.0
02/09/2013,4,100.0
02/09/2013,5,100.0
02/09/2013,6,100.0
02/09/2013,7,100.0
02/09/2013,8,100.0
02/09/2013,9,100.0
02/09/2013,10,100.0
02/09/2013,11,100.0
02/09/2013,12,100.0
02/09/2013,13,100.0
02/09/2013,14,100.0
02/09/2013,15,100.0
02/09/2013,16,100.0
02/09/2013,17,100.0
02/09/2013,18,100.0
02/09/2013,19,100.0
02/09/2013,20,100.0
02/09/2013,21,100.0
02/09/2013,22,100.0
03/09/2013,23,100.0
03/09/2013,0,100.0
03/09/2013,1,100.0
03/09/2013,2,100.0
03/09/2013,3,100.0
03/09/2013,4,100.0
03/09/2013,5,100.0
03/09/2013,6,100.0
03/09/2013,7,100.0
03/09/2013,8,100.0
03/09/2013,9,100.0
03/09/2013,10,100.0
03/09/2013,11,100.0
03/09/2013,12,100.0
03/09/2013,13,100.0
03/09/2013,14,100.0
03/09/2013,15,100.0
03/09/2013,16,100.0
03/09/2013,17,100.0
03/09/2013,18,100.0
03/09/2013,19,100.0
03/09/2013,20,100.0
03/09/2013,21,100.0
03/09/2013,22,100.0
04/09/2013,23,100.0
04/09/2013,0,100.0
04/09/2013,1,100.0
04/09/2013,2,100.0
04/09/2013,3,100.0
04/09/2013,4,100.0
04/09/2013,5,100.0
04/09/2013,6,100.0
04/09/2013,7,100.0
04/09/2013,8,100.0
04/09/2013,9,100.0
04/09/2013,10,100.0
04/09/2013,11,100.0
04/09/2013,12,100.0
04/09/2013,13,100.0
04/09/2013,14,100.0
04/09/2013,15,100.0
04/09/2013,16,100.0
04/09/2013,17,100.0
04/09/2013,18,100.0
04/09/2013,19,100.0
