date,hour,percentage
04/09/2013,20,100.0
04/09/2013,21,8.333333333333332
05/09/2013,23,91.66666666666666
05/09/2013,0,100.0
05/09/2013,1,100.0
05/09/2013,2,100.0
05/09/2013,3,100.0
05/09/2013,4,100.0
05/09/2013,5,100.0
05/09/2013,6,100.0
05/09/2013,7,100.0
05/09/2013,8,100.0
05/09/2013,9,100.0
05/09/2013,10,100.0
05/09/2013,11,100.0
05/09/2013,12,100.0
05/09/2013,13,100.0
05/09/2013,14,100.0
05/09/2013,15,100.0
05/09/2013,16,100.0
05/09/2013,17,100.0
05/09/2013,18,100.0
05/09/2013,19,100.0
05/09/2013,20,100.0
05/09/2013,21,100.0
05/09/2013,22,100.0
06/09/2013,23,100.0
06/09/2013,0,100.0
06/09/2013,1,100.0
06/09/2013,2,100.0
06/09/2013,3,100.0
06/09/2013,4,100.0
06/09/2013,5,100.0
06/09/2013,6,100.0
06/09/2013,7,100.0
06/09/2013,8,100.0
06/09/2013,9,100.0
06/09/2013,10,100.0
06/09/2013,11,100.0
06/09/2013,12,100.0
06/09/2013,13,100.0
06/09/2013,14,100.0
06/09/2013,15,100.0
06/09/2013,16,100.0
06/09/2013,17,100.0
06/09/2013,18,100.0
06/09/2013,19,100.0
06/09/2013,20,100.0
06/09/2013,21,100.0
06/09/2013,22,100.0
07/09/2013,23,100.0
07/09/2013,0,100.0
07/09/2013,1,100.0
07/09/2013,2,100.0
07/09/2013,3,100.0
07/09/2013,4,100.0
07/09/2013,5,100.0
07/09/2013,6,100.0
07/09/2013,7,100.0
07/09/2013,8,100.0
07/09/2013,9,100.0
07/09/2013,10,100.0
07/09/2013,11,100.0
07/09/2013,12,100.0
07/09/2013,13,100.0
07/09/2013,14,100.0
07/09/2013,15,100.0
07/09/2013,16,100.0
07/09/2013,17,100.0
07/09/2013,18,100.0
07/09/2013,19,100.0
07/09/2013,20,100.0
07/09/2013,21,100.0
07/09/2013,22,100.0
08/09/2013,23,100.0
08/09/2013,0,100.0
08/09/2013,1,100.0
08/09/2013,2,100.0
08/09/2013,3,100.0
08/09/2013,4,100.0
08/09/2013,5,100.0
08/09/2013,6,100.0
08/09/2013,7,100.0
08/09/2013,8,100.0
08/09/2013,9,100.0
08/09/2013,10,100.0
08/09/2013,11,100.0
08/09/2013,12,100.0
08/09/2013,13,100.0
08/09/2013,14,100.0
08/09/2013,15,100.0
08/09/2013,16,100.0
08/09/2013,17,100.0
08/09/2013,18,100.0
08/09/2013,19,100.0
08/09/2013,20,100.0
08/09/2013,21,100.0
08/09/2013,22,100.0
09/09/2013,23,100.0
09/09/2013,0,100.0
09/09/2013,1,100.0
09/09/2013,2,100.0
09/09/2013,3,100.0
09/09/2013,4,100.0
09/09/2013,5,100.0
09/09/2013,6,100.0
09/09/2013,7,100.0
09/09/2013,8,100.0
09/09/2013,9,100.0
09/09/2013,10,100.0
09/09/2013,11,100.0
09/09/2013,12,100.0
09/09/2013,13,100.0
09/09/2013,14,100.0
09/09/2013,15,100.0
09/09/2013,16,100.0
09/09/2013,17,100.0
09/09/2013,18,100.0
09/09/2013,19,100.0
09/09/2013,20,100.0
09/09/2013,21,100.0
09/09/2013,22,100.0
10/09/2013,23,100.0
10/09/2013,0,100.0
10/09/2013,1,100.0
10/09/2013,2,100.0
10/09/2013,3,100.0
10/09/2013,4,100.0
10/09/2013,5,100.0
10/09/2013,6,100.0
10/09/2013,7,100.0
10/09/2013,8,100.0
10/09/2013,9,100.0
10/09/2013,10,100.0
10/09/2013,11,100.0
10/09/2013,12,100.0
10/09/2013,13,100.0
10/09/2013,14,100.0
10/09/2013,15,100.0
10/09/2013,16,100.0
10/09/2013,17,100.0
10/09/2013,18,100.0
10/09/2013,19,100.0
10/09/2013,20,100.0
10/09/2013,21,100.0
10/09/2013,22,100.0
11/09/2013,23,100.0
11/09/2013,0,100.0
11/09/2013,1,100.0
11/09/2013,2,100.0
11/09/2013,3,100.0
11/09/2013,4,100.0
11/09/2013,5,100.0
11/09/2013,6,100.0
11/09/2013,7,100.0
11/09/2013,8,100.0
11/09/2013,9,100.0
11/09/2013,10,100.0
11/09/2013,11,100.0
11/09/2013,12,100.0
11/09/2013,13,100.0
11/09/2013,14,100.0
11/09/2013,15,100.0
11/09/2013,16,100.0
11/09/2013,17,100.0
11/09/2013,18,100.0
11/09/2013,19,100.0
11/09/2013,20,100.0
11/09/2013,21,100.0
11/09/2013,22,100.0
12/09/2013,23,100.0
12/09/2013,0,100.0
12/09/2013,1,100.0
12/09/2013,2,100.0
12/09/2013,3,100.0
12/09/2013,4,100.0
12/09/2013,5,100.0
12/09/2013,6,100.0
12/09/2013,7,100.0
12/09/2013,8,100.0
12/09/2013,9,100.0
12/09/2013,10,100.0
12/09/2013,11,100.0
12/09/2013,12,100.0
12/09/2013,13,100.0
12/09/2013,14,100.0
12/09/2013,15,100.0
12/09/2013,16,100.0
12/09/2013,17,100.0
12/09/2013,18,100.0
12/09/2013,19,100.0
12/09/2013,20,100.0
12/09/2013,21,100.0
12/09/2013,22,100.0
13/09/2013,23,100.0
13/09/2013,0,100.0
13/09/2013,1,100.0
13/09/2013,2,100.0
13/09/2013,3,100.0
13/09/2013,4,100.0
13/09/2013,5,100.0
13/09/2013,6,100.0
13/09/2013,7,100.0
13/09/2013,8,100.0
13/09/2013,9,100.0
13/09/2013,10,100.0
13/09/2013,11,100.0
13/09/2013,12,100.0
13/09/2013,13,100.0
13/09/2013,14,100.0
13/09/2013,15,100.0
13/09/2013,16,100.0
13/09/2013,17,100.0
13/09/2013,18,100.0
13/09/2013,19,100.0
13/09/2013,20,100.0
13/09/2013,21,100.0
13/09/2013,22,100.0
14/09/2013,23,100.0
14/09/2013,0,100.0
14/09/2013,1,100.0
14/09/2013,2,100.0
14/09/2013,3,100.0
14/09/2013,4,100.0
14/09/2013,5,100.0
14/09/2013,6,100.0
14/09/2013,7,100.0
14/09/2013,8,100.0
14/09/2013,9,100.0
14/09/2013,10,100.0
14/09/2013,11,100.0
14/09/2013,12,100.0
14/09/2013,13,100.0
14/09/2013,14,100.0
14/09/2013,15,100.0
14/09/2013,16,100.0
14/09/2013,17,100.0
14/09/2013,18,100.0
14/09/2013,19,100.0
14/09/2013,20,100.0
14/09/2013,21,100.0
14/09/2013,22,100.0
15/09/2013,23,100.0
15/09/2013,0,100.0
15/09/2013,1,100.0
15/09/2013,2,100.0
15/09/2013,3,100.0
15/09/2013,4,100.0
15/09/2013,5,100.0
15/09/2013,6,100.0
15/09/2013,7,100.0
15/09/2013,8,100.0
15/09/2013,9,16.666666666666664
15/09/2013,11,91.66666666666666
15/09/2013,12,100.0
15/09/2013,13,100.0
15/09/2013,14,100.0
15/09/2013,15,100.0
15/09/2013,16,100.0
15/09/2013,17,100.0
15/09/2013,18,100.0
15/09/2013,19,100.0
15/09/2013,20,100.0
15/09/2013,21,100.0
15/09/2013,22,100.0
16/09/2013,23,100.0
16/09/2013,0,100.0
16/09/2013,1,100.0
16/09/2013,2,100.0
16/09/2013,3,100.0
16/09/2013,4,100.0
16/09/2013,5,100.0
16/09/2013,6,100.0
16/09/2013,7,100.0
16/09/2013,8,100.0
16/09/2013,9,100.0
16/09/2013,10,100.0
16/09/2013,11,8.333333333333332
16/09/2013,13,91.66666666666666
16/09/2013,14,100.0
16/09/2013,15,100.0
16/09/2013,16,100.0
16/09/2013,17,100.0
16/09/2013,18,100.0
16/09/2013,19,100.0
16/09/2013,20,100.0
16/09/2013,21,100.0
16/09/2013,22,100.0
17/09/2013,23,100.0
17/09/2013,0,100.0
17/09/2013,1,100.0
17/09/2013,2,100.0
17/09/2013,3,100.0
17/09/2013,4,100.0
17/09/2013,5,100.0
17/09/2013,6,100.0
17/09/2013,7,100.0
17/09/2013,8,100.0
17/09/2013,9,100.0
17/09/2013,10,100.0
17/09/2013,11,100.0
17/09/2013,12,100.0
17/09/2013,13,100.0
17/09/2013,14,100.0
17/09/2013,15,100.0
17/09/2013,16,100.0
17/09/2013,17,100.0
17/09/2013,18,100.0
17/09/2013,19,100.0
17/09/2013,20,100.0
17/09/2013,21,100.0
17/09/2013,22,100.0
18/09/2013,23,100.0
18/09/2013,0,100.0
18/09/2013,1,100.0
18/09/2013,2,100.0
18/09/2013,3,100.0
18/09/2013,4,100.0
18/09/2013,5,100.0
18/09/2013,6,100.0
18/09/2013,7,100.0
18/09/2013,8,100.0
18/09/2013,9,100.0
18/09/2013,10,100.0
18/09/2013,11,100.0
18/09/2013,12,100.0
18/09/2013,13,100.0
18/09/2013,14,100.0
18/09/2013,15,100.0
18/09/2013,16,100.0
18/09/2013,17,100.0
18/09/2013,18,100.0
18/09/2013,19,100.0
18/09/2013,20,100.0
18/09/2013,21,100.0
18/09/2013,22,100.0
19/09/2013,23,100.0
19/09/2013,0,100.0
19/09/2013,1,100.0
19/09/2013,2,100.0
19/09/2013,3,100.0
19/09/2013,4,100.0
19/09/2013,5,100.0
19/09/2013,6,100.0
19/09/2013,7,100.0
19/09/2013,8,100.0
19/09/2013,9,100.0
19/09/2013,10,100.0
19/09/2013,11,100.0
19/09/2013,12,100.0
19/09/2013,13,100.0
19/09/2013,14,100.0
19/09/2013,15,100.0
19/09/2013,16,100.0
19/09/2013,17,100.0
19/09/2013,18,100.0
19/09/2013,19,100.0
19/09/2013,20,100.0
19/09/2013,21,100.0
19/09/2013,22,100.0
20/09/2013,23,100.0
20/09/2013,0,100.0
20/09/2013,1,100.0
20/09/2013,2,100.0
20/09/2013,3,100.0
20/09/2013,4,100.0
20/09/2013,5,100.0
20/09/2013,6,100.0
20/09/2013,7,100.0
20/09/2013,8,100.0
20/09/2013,9,100.0
20/09/2013,10,100.0
20/09/2013,11,100.0
20/09/2013,12,100.0
20/09/2013,13,100.0
20/09/2013,14,100.0
20/09/2013,15,100.0
20/09/2013,16,100.0
20/09/2013,17,100.0
20/09/2013,18,100.0
20/09/2013,19,100.0
20/09/2013,20,100.0
20/09/2013,21,100.0
20/09/2013,22,100.0
21/09/2013,23,100.0
21/09/2013,0,100.0
21/09/2013,1,100.0
21/09/2013,2,100.0
21/09/2013,3,100.0
21/09/2013,4,100.0
21/09/2013,5,100.0
21/09/2013,6,100.0
21/09/2013,7,100.0
21/09/2013,8,100.0
21/09/2013,9,100.0
21/09/2013,10,100.0
21/09/2013,11,100.0
21/09/2013,12,100.0
21/09/2013,13,100.0
21/09/2013,14,100.0
21/09/2013,15,100.0
21/09/2013,16,100.0
21/09/2013,17,100.0
21/09/2013,18,100.0
21/09/2013,19,100.0
21/09/2013,20,100.0
21/09/2013,21,100.0
21/09/2013,22,100.0
22/09/2013,23,100.0
22/09/2013,0,100.0
22/09/2013,1,100.0
22/09/2013,2,100.0
22/09/2013,3,100.0
22/09/2013,4,100.0
22/09/2013,5,100.0
22/09/2013,6,100.0
22/09/2013,7,100.0
22/09/2013,8,100.0
22/09/2013,9,100.0
22/09/2013,10,100.0
22/09/2013,11,100.0
22/09/2013,12,100.0
22/09/2013,13,100.0
22/09/2013,14,100.0
22/09/2013,15,100.0
22/09/2013,16,100.0
22/09/2013,17,100.0
22/09/2013,18,100.0
22/09/2013,19,100.0
22/09/2013,20,100.0
22/09/2013,21,100.0
22/09/2013,22,100.0
23/09/2013,23,100.0
23/09/2013,0,100.0
23/09/2013,1,100.0
23/09/2013,2,100.0
23/09/2013,3,100.0
23/09/2013,4,100.0
23/09/2013,5,100.0
23/09/2013,6,100.0
23/09/2013,7,100.0
23/09/2013,8,100.0
23/09/2013,9,100.0
23/09/2013,10,100.0
23/09/2013,11,100.0
23/09/2013,12,100.0
23/09/2013,13,100.0
23/09/2013,14,100.0
23/09/2013,15,100.0
23/09/2013,16,100.0
23/09/2013,17,100.0
23/09/2013,18,100.0
23/09/2013,19,100.0
23/09/2013,20,100.0
23/09/2013,21,100.0
23/09/2013,22,100.0
24/09/2013,23,100.0
24/09/2013,0,100.0
24/09/2013,1,100.0
24/09/2013,2,100.0
24/09/2013,3,100.0
24/09/2013,4,100.0
24/09/2013,5,100.0
24/09/2013,6,100.0
24/09/2013,7,100.0
24/09/2013,8,100.0
24/09/2013,9,100.0
24/09/2013,10,100.0
24/09/2013,11,100.0
24/09/2013,12,100.0
24/09/2013,13,100.0
24/09/2013,14,100.0
24/09/2013,15,100.0
24/09/2013,16,100.0
24/09/2013,17,100.0
24/09/2013,18,100.0
24/09/2013,19,100.0
24/09/2013,20,100.0
24/09/2013,21,100.0
24/09/2013,22,100.0
25/09/2013,23,100.0
25/09/2013,0,100.0
25/09/2013,1,100.0
25/09/2013,2,100.0
25/09/2013,3,100.0
25/09/2013,4,100.0
25/09/2013,5,100.0
25/09/2013,6,100.0
25/09/2013,7,100.0
25/09/2013,8,100.0
25/09/2013,9,100.0
25/09/2013,10,100.0
25/09/2013,11,100.0
25/09/2013,12,100.0
25/09/2013,13,100.0
25/09/2013,14,100.0
25/09/2013,15,100.0
25/09/2013,16,100.0
25/09/2013,17,100.0
25/09/2013,18,100.0
25/09/2013,19,100.0
25/09/2013,20,100.0
25/09/2013,21,100.0
25/09/2013,22,100.0
26/09/2013,23,100.0
26/09/2013,0,100.0
26/09/2013,1,100.0
26/09/2013,2,100.0
26/09/2013,3,100.0
26/09/2013,4,100.0
26/09/2013,5,100.0
26/09/2013,6,100.0
26/09/2013,7,100.0
26/09/2013,8,100.0
26/09/2013,9,100.0
26/09/2013,10,100.0
26/09/2013,11,100.0
26/09/2013,12,100.0
26/09/2013,13,100.0
26/09/2013,14,100.0
26/09/2013,15,100.0
26/09/2013,16,100.0
26/09/2013,17,100.0
26/09/2013,18,100.0
26/09/2013,19,100.0
26/09/2013,20,100.0
26/09/2013,21,100.0
26/09/2013,22,100.0
27/09/2013,23,100.0
27/09/2013,0,100.0
27/09/2013,1,100.0
27/09/2013,2,100.0
27/09/2013,3,100.0
27/09/2013,4,100.0
27/09/2013,5,100.0
27/09/2013,6,100.0
27/09/2013,7,100.0
27/09/2013,8,100.0
27/09/2013,9,100.0
27/09/2013,10,100.0
27/09/2013,11,100.0
27/09/2013,12,100.0
27/09/2013,13,100.0
27/09/2013,14,100.0
27/09/2013,15,100.0
27/09/2013,16,100.0
27/09/2013,17,100.0
27/09/2013,18,100.0
27/09/2013,19,100.0
27/09/2013,20,100.0
27/09/2013,21,100.0
27/09/2013,22,100.0
28/09/2013,23,100.0
28/09/2013,0,100.0
28/09/2013,1,100.0
28/09/2013,2,100.0
28/09/2013,3,100.0
28/09/2013,4,100.0
28/09/2013,5,100.0
28/09/2013,6,100.0
28/09/2013,7,100.0
28/09/2013,8,100.0
28/09/2013,9,100.0
28/09/2013,10,100.0
28/09/2013,11,100.0
28/09/2013,12,100.0
28/09/2013,13,100.0
28/09/2013,14,100.0
28/09/2013,15,100.0
28/09/2013,16,100.0
28/09/2013,17,100.0
28/09/2013,18,100.0
28/09/2013,19,100.0
28/09/2013,20,100.0
28/09/2013,21,100.0
28/09/2013,22,100.0
01/10/2013,23,91.66666666666666
01/10/2013,0,100.0
01/10/2013,1,100.0
01/10/2013,2,100.0
01/10/2013,3,100.0
01/10/2013,4,100.0
01/10/2013,5,100.0
01/10/2013,6,100.0
01/10/2013,7,100.0
01/10/2013,8,100.0
01/10/2013,9,100.0
01/10/2013,10,100.0
01/10/2013,11,100.0
01/10/2013,12,100.0
01/10/2013,13,100.0
01/10/2013,14,100.0
01/10/2013,15,100.0
01/10/2013,16,100.0
01/10/2013,17,100.0
01/10/2013,18,100.0
01/10/2013,19,100.0
01/10/2013,20,100.0
01/10/2013,21,100.0
01/10/2013,22,100.0
02/10/2013,23,100.0
02/10/2013,0,100.0
02/10/2013,1,100.0
02/10/2013,2,100.0
02/10/2013,3,100.0
02/10/2013,4,100.0
02/10/2013,5,100.0
02/10/2013,6,100.0
02/10/2013,7,100.0
02/10/2013,8,100.0
02/10/2013,9,100.0
02/10/2013,10,100.0
02/10/2013,11,100.0
02/10/2013,12,100.0
02/10/2013,13,100.0
02/10/2013,14,100.0
02/10/2013,15,100.0
02/10/2013,16,100.0
02/10/2013,17,100.0
02/10/2013,18,100.0
02/10/2013,19,100.0
02/10/2013,20,100.0
02/10/2013,21,100.0
02/10/2013,22,100.0
03/10/2013,23,100.0
03/10/2013,0,100.0
03/10/2013,1,100.0
03/10/2013,2,100.0
03/10/2013,3,100.0
03/10/2013,4,100.0
03/10/2013,5,100.0
03/10/2013,6,100.0
03/10/2013,7,100.0
03/10/2013,8,100.0
03/10/2013,9,100.0
03/10/2013,10,100.0
03/10/2013,11,100.0
03/10/2013,12,100.0
03/10/2013,13,100.0
03/10/2013,14,100.0
03/10/2013,15,100.0
03/10/2013,16,100.0
03/10/2013,17,100.0
03/10/2013,18,100.0
03/10/2013,19,100.0
03/10/2013,20,100.0
03/10/2013,21,100.0
03/10/2013,22,100.0
04/10/2013,23,8.333333333333332
04/10/2013,1,91.66666666666666
04/10/2013,2,100.0
04/10/2013,3,100.0
04/10/2013,4,100.0
04/10/2013,5,100.0
04/10/2013,6,100.0
04/10/2013,7,100.0
04/10/2013,8,100.0
04/10/2013,9,100.0
04/10/2013,10,100.0
04/10/2013,11,100.0
04/10/2013,12,100.0
04/10/2013,13,100.0
04/10/2013,14,100.0
04/10/2013,15,100.0
04/10/2013,16,100.0
04/10/2013,17,100.0
04/10/2013,18,100.0
04/10/2013,19,100.0
04/10/2013,20,100.0
04/10/2013,21,100.0
04/10/2013,22,100.0
05/10/2013,23,100.0
05/10/2013,0,100.0
05/10/2013,1,100.0
05/10/2013,2,100.0
05/10/2013,3,100.0
05/10/2013,4,100.0
05/10/2013,5,100.0
05/10/2013,6,100.0
05/10/2013,7,100.0
05/10/2013,8,100.0
05/10/2013,9,100.0
05/10/2013,10,100.0
05/10/2013,11,100.0
05/10/2013,12,100.0
05/10/2013,13,100.0
05/10/2013,14,100.0
05/10/2013,15,100.0
05/10/2013,16,100.0
05/10/2013,17,100.0
05/10/2013,18,100.0
05/10/2013,19,100.0
05/10/2013,20,100.0
05/10/2013,21,100.0
05/10/2013,22,100.0
06/10/2013,23,100.0
06/10/2013,0,100.0
06/10/2013,1,100.0
06/10/2013,2,100.0
06/10/2013,3,100.0
06/10/2013,4,100.0
06/10/2013,5,100.0
06/10/2013,6,100.0
06/10/2013,7,100.0
06/10/2013,8,100.0
06/10/2013,9,100.0
06/10/2013,10,100.0
06/10/2013,11,100.0
06/10/2013,12,100.0
06/10/2013,13,100.0
06/10/2013,14,100.0
06/10/2013,15,100.0
06/10/2013,16,100.0
06/10/2013,17,100.0
06/10/2013,18,100.0
06/10/2013,19,100.0
06/10/2013,20,100.0
06/10/2013,21,100.0
06/10/2013,22,100.0
07/10/2013,23,100.0
07/10/2013,0,100.0
07/10/2013,1,100.0
07/10/2013,2,100.0
07/10/2013,3,100.0
07/10/2013,4,100.0
07/10/2013,5,100.0
07/10/2013,6,100.0
07/10/2013,7,100.0
07/10/2013,8,100.0
07/10/2013,9,100.0
07/10/2013,10,100.0
07/10/2013,11,100.0
07/10/2013,12,100.0
07/10/2013,13,100.0
07/10/2013,14,100.0
07/10/2013,15,100.0
07/10/2013,16,100.0
07/10/2013,17,100.0
07/10/2013,18,100.0
07/10/2013,19,100.0
07/10/2013,20,100.0
07/10/2013,21,100.0
07/10/2013,22,100.0
08/10/2013,23,100.0
08/10/2013,0,100.0
08/10/2013,1,100.0
08/10/2013,2,100.0
08/10/2013,3,100.0
08/10/2013,4,100.0
08/10/2013,5,100.0
08/10/2013,6,100.0
08/10/2013,7,100.0
08/10/2013,8,100.0
08/10/2013,9,100.0
08/10/2013,10,100.0
08/10/2013,11,100.0
08/10/2013,12,100.0
08/10/2013,13,100.0
08/10/2013,14,100.0
08/10/2013,15,100.0
08/10/2013,16,100.0
08/10/2013,17,100.0
08/10/2013,18,100.0
08/10/2013,19,100.0
08/10/2013,20,100.0
08/10/2013,21,100.0
08/10/2013,22,100.0
09/10/2013,23,100.0
09/10/2013,0,100.0
09/10/2013,1,100.0
09/10/2013,2,100.0
09/10/2013,3,100.0
09/10/2013,4,100.0
09/10/2013,5,100.0
09/10/2013,6,100.0
09/10/2013,7,100.0
09/10/2013,8,100.0
09/10/2013,9,100.0
09/10/2013,10,100.0
09/10/2013,11,100.0
09/10/2013,12,100.0
09/10/2013,13,100.0
09/10/2013,14,100.0
09/10/2013,15,100.0
09/10/2013,16,100.0
09/10/2013,17,100.0
09/10/2013,18,100.0
09/10/2013,19,100.0
09/10/2013,20,100.0
09/10/2013,21,100.0
09/10/2013,22,100.0
10/10/2013,23,100.0
10/10/2013,0,100.0
10/10/2013,1,100.0
10/10/2013,2,100.0
10/10/2013,3,100.0
10/10/2013,4,100.0
10/10/2013,5,100.0
10/10/2013,6,100.0
10/10/2013,7,8.333333333333332
10/10/2013,9,91.66666666666666
10/10/2013,10,100.0
10/10/2013,11,100.0
10/10/2013,12,100.0
10/10/2013,13,100.0
10/10/2013,14,100.0
10/10/2013,15,100.0
10/10/2013,16,100.0
10/10/2013,17,100.0
10/10/2013,18,100.0
10/10/2013,19,100.0
10/10/2013,20,100.0
10/10/2013,21,100.0
10/10/2013,22,100.0
11/10/2013,23,100.0
11/10/2013,0,100.0
11/10/2013,1,100.0
11/10/2013,2,100.0
11/10/2013,3,100.0
11/10/2013,4,100.0
11/10/2013,5,100.0
11/10/2013,6,100.0
11/10/2013,7,100.0
11/10/2013,8,100.0
11/10/2013,9,100.0
11/10/2013,10,100.0
11/10/2013,11,100.0
11/10/2013,12,100.0
11/10/2013,13,100.0
11/10/2013,14,100.0
11/10/2013,15,100.0
11/10/2013,16,100.0
11/10/2013,17,100.0
11/10/2013,18,100.0
11/10/2013,19,100.0
11/10/2013,20,100.0
11/10/2013,21,100.0
11/10/2013,22,100.0
12/10/2013,23,100.0
12/10/2013,0,100.0
12/10/2013,1,100.0
12/10/2013,2,100.0
12/10/2013,3,100.0
12/10/2013,4,100.0
12/10/2013,5,100.0
12/10/2013,6,100.0
12/10/2013,7,100.0
12/10/2013,8,100.0
12/10/2013,9,100.0
12/10/2013,10,100.0
12/10/2013,11,100.0
12/10/2013,12,100.0
12/10/2013,13,100.0
12/10/2013,14,100.0
12/10/2013,15,100.0
12/10/2013,16,100.0
12/10/2013,17,100.0
12/10/2013,18,100.0
12/10/2013,19,100.0
12/10/2013,20,100.0
12/10/2013,21,100.0
12/10/2013,22,100.0
13/10/2013,23,100.0
13/10/2013,0,100.0
13/10/2013,1,100.0
13/10/2013,2,100.0
13/10/2013,3,100.0
13/10/2013,4,100.0
13/10/2013,5,100.0
13/10/2013,6,100.0
13/10/2013,7,100.0
13/10/2013,8,100.0
13/10/2013,9,100.0
13/10/2013,10,100.0
13/10/2013,11,100.0
13/10/2013,12,100.0
13/10/2013,13,100.0
13/10/2013,14,100.0
13/10/2013,15,100.0
13/10/2013,16,100.0
13/10/2013,17,100.0
13/10/2013,18,100.0
13/10/2013,19,100.0
13/10/2013,20,100.0
13/10/2013,21,100.0
13/10/2013,22,100.0
14/10/2013,23,100.0
14/10/2013,0,100.0
14/10/2013,1,100.0
14/10/2013,2,100.0
14/10/2013,3,100.0
14/10/2013,4,100.0
14/10/2013,5,100.0
14/10/2013,6,100.0
14/10/2013,7,100.0
14/10/2013,8,100.0
14/10/2013,9,100.0
14/10/2013,10,100.0
14/10/2013,11,100.0
14/10/2013,12,100.0
14/10/2013,13,100.0
14/10/2013,14,100.0
14/10/2013,15,100.0
14/10/2013,16,100.0
14/10/2013,17,100.0
14/10/2013,18,100.0
14/10/2013,19,100.0
14/10/2013,20,100.0
14/10/2013,21,100.0
14/10/2013,22,100.0
15/10/2013,23,100.0
15/10/2013,0,100.0
15/10/2013,1,100.0
15/10/2013,2,100.0
15/10/2013,3,100.0
15/10/2013,4,100.0
15/10/2013,5,100.0
15/10/2013,6,100.0
15/10/2013,7,100.0
15/10/2013,8,100.0
15/10/2013,9,100.0
15/10/2013,10,100.0
15/10/2013,11,100.0
15/10/2013,12,100.0
15/10/2013,13,100.0
15/10/2013,14,100.0
15/10/2013,15,100.0
15/10/2013,16,100.0
15/10/2013,17,100.0
15/10/2013,18,100.0
15/10/2013,19,100.0
15/10/2013,20,100.0
15/10/2013,21,100.0
15/10/2013,22,100.0
16/10/2013,23,100.0
16/10/2013,0,100.0
16/10/2013,1,100.0
16/10/2013,2,100.0
16/10/2013,3,100.0
16/10/2013,4,100.0
16/10/2013,5,100.0
16/10/2013,6,100.0
16/10/2013,7,100.0
16/10/2013,8,100.0
16/10/2013,9,100.0
16/10/2013,10,100.0
16/10/2013,11,100.0
16/10/2013,12,100.0
16/10/2013,13,100.0
16/10/2013,14,100.0
16/10/2013,15,100.0
16/10/2013,16,100.0
16/10/2013,17,100.0
16/10/2013,18,100.0
16/10/2013,19,100.0
16/10/2013,20,100.0
16/10/2013,21,100.0
16/10/2013,22,100.0
17/10/2013,23,8.333333333333332
17/10/2013,1,91.66666666666666
17/10/2013,2,100.0
17/10/2013,3,100.0
17/10/2013,4,100.0
17/10/2013,5,100.0
17/10/2013,6,100.0
17/10/2013,7,100.0
17/10/2013,8,100.0
17/10/2013,9,100.0
17/10/2013,10,100.0
17/10/2013,11,100.0
17/10/2013,12,100.0
17/10/2013,13,100.0
17/10/2013,14,100.0
17/10/2013,15,100.0
17/10/2013,16,100.0
17/10/2013,17,100.0
17/10/2013,18,100.0
17/10/2013,19,100.0
17/10/2013,20,100.0
17/10/2013,21,100.0
17/10/2013,22,100.0
18/10/2013,23,100.0
18/10/2013,0,100.0
18/10/2013,1,100.0
18/10/2013,2,100.0
18/10/2013,3,100.0
18/10/2013,4,100.0
18/10/2013,5,100.0
18/10/2013,6,100.0
18/10/2013,7,100.0
18/10/2013,8,100.0
18/10/2013,9,100.0
18/10/2013,10,100.0
18/10/2013,11,100.0
18/10/2013,12,100.0
18/10/2013,13,100.0
18/10/2013,14,100.0
18/10/2013,15,100.0
18/10/2013,16,100.0
18/10/2013,17,100.0
18/10/2013,18,100.0
18/10/2013,19,100.0
18/10/2013,20,100.0
